1	0.000001	0.000001	0.000001
10	0.000002	0.000001	0.000002
100	0.000009	0.000009	0.000011
1000	0.000115	0.000116	0.000412
10000	0.000895	0.000997	0.025710
100000	0.009185	0.010107
1000000	0.103104	0.115844
